source_signature,row_count,taxonomy_group,source_resolution_level,bacdive_status_original,bacdive_status_closure,bacdive_covered_main,bacdive_covered_conservative,bacdive_exact_hard,metatraits_covered,overlap_bin_main,overlap_bin_conservative
proteome:UP000006854,16,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
taxon:38300|organism:streptomyces pristinaespiralis,8,target_bacteria,taxon_organism,bacdive_species_taxid_or_synonym_match,bacdive_species_taxid_or_synonym_match,True,False,False,True,both_covered,metatraits_only
taxon:521007|organism:borreliella burgdorferi (strain n40) (borrelia burgdorferi),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:47834|organism:spiroplasma kunkelii,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:47715|organism:lacticaseibacillus rhamnosus (lactobacillus rhamnosus),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1697|organism:corynebacterium ammoniagenes (brevibacterium ammoniagenes),19,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:555|organism:pectobacterium carotovorum subsp. carotovorum (erwinia carotovora subsp. carotovora),10,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:294|organism:pseudomonas fluorescens,69,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:354|organism:azotobacter vinelandii,13,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:559292|organism:saccharomyces cerevisiae (strain atcc 204508 / s288c) (baker's yeast),3,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
proteome:UP000000792,42,target_archaea,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001686,29,target_archaea,proteome,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000030686,29,target_fungi,proteome,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:5074|organism:penicillium brevicompactum,36,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:1157|organism:spirulina sp,2,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:29303|organism:streptantibioticus cattleyicolor (streptomyces cattleya),4,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
taxon:1408|organism:bacillus pumilus (bacillus mesentericus),3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000935,13,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
proteome:UP000037084,41,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:82|organism:hyphomicrobium sp,1,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:571|organism:klebsiella oxytoca,17,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:2265|organism:thermococcus litoralis,2,target_archaea,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1613|organism:limosilactobacillus fermentum (lactobacillus fermentum),4,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:446|organism:legionella pneumophila,12,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:346|organism:xanthomonas citri (xanthomonas campestris pv. citri),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1191460|organism:acinetobacter venetianus (strain atcc 31012 / dsm 23050 / bcrc 14357 / ccug 45561 / cip 110063 / kctc 2702 / lmg 19082 / rag-1),1,target_bacteria,taxon_organism,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000002382,45,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:54061|organism:ralstonia sp,9,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000001006,9,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000000641,21,target_archaea,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:272567|organism:geobacillus stearothermophilus (strain dsm 13240 / cip 106956 / 10),14,target_bacteria,taxon_organism,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
proteome:UP000008783,14,target_fungi,proteome,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
proteome:UP000006911,9,target_fungi,proteome,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:17|organism:methylophilus methylotrophus (bacterium w3a1),5,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:55588|organism:uromyces fabae (rust fungus),4,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:879274|organism:shinella sp. (strain hzn7),4,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:292913|organism:sphingopyxis sp. (strain 113p3),1,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000004550,9,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
proteome:UP000007753,10,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:1667|organism:arthrobacter sp,16,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:1265868|organism:streptomyces rimosus subsp. rimosus (strain atcc 10970 / dsm 40260 / jcm 4667 / nrrl 2234),2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1927|organism:streptomyces rimosus,7,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002498,8,target_fungi,proteome,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:1525|organism:neomoorella thermoacetica (clostridium thermoaceticum),6,target_bacteria,taxon_organism,bacdive_species_taxid_or_synonym_match,bacdive_species_taxid_or_synonym_match,True,False,False,True,both_covered,metatraits_only
taxon:1301098|organism:pseudomonas knackmussii (strain dsm 6978 / ccug 54928 / lmg 23759 / b13),6,target_bacteria,taxon_organism,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:5514|organism:fusarium sporotrichioides,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:281068|organism:fusarium cortaderiae,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:282272|organism:fusarium acaciae-mearnsii,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:56641|organism:fusarium cerealis (fusarium crookwellense),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:282269|organism:fusarium meridionale,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:101028|organism:fusarium pseudograminearum (wheat and barley crown-rot fungus),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:5516|organism:fusarium culmorum,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:282268|organism:fusarium austroamericanum,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:282271|organism:fusarium boothii,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:282267|organism:fusarium asiaticum,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:282270|organism:fusarium mesoamericanum,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:36050|organism:fusarium poae,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:74722|organism:stachybotrys chartarum (toxic black mold) (stilbospora chartarum),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:5128|organism:gibberella pulicaris,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:1859971|organism:paramyrothecium roridum (myrothecium leaf spot fungus) (myrothecium roridum),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:490622|organism:trichoderma arundinaceum,1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:1677|organism:arthrobacter pascens,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1282|organism:staphylococcus epidermidis,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1452|organism:bacillus atrophaeus,6,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1390|organism:bacillus amyloliquefaciens (bacillus velezensis),17,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002233,15,target_bacteria,proteome,bacdive_exact_designation,bacdive_exact_designation,True,True,False,True,both_covered,both_covered
proteome:UP000008075,8,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:72360|organism:bacillus mojavensis,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:2246|organism:haloferax volcanii (halobacterium volcanii),2,target_archaea,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:358|organism:agrobacterium tumefaciens,13,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:398|organism:rhizobium tropici,8,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:214|organism:helicobacter felis,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001544,6,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:103808|organism:rhodococcus sp. (strain ad45),4,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:1421|organism:lysinibacillus sphaericus (bacillus sphaericus),13,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1718|organism:corynebacterium glutamicum (brevibacterium saccharolyticum),10,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002066,1,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:2024|organism:thermoactinomyces intermedius,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1158653|organism:enterococcus faecalis (strain engen0310 / mmh594),4,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:334542|organism:rhodococcus qingshengii,6,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1078016|organism:rhodococcus erythropolis (strain xp),6,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:715|organism:actinobacillus pleuropneumoniae (haemophilus pleuropneumoniae),21,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:630|organism:yersinia enterocolitica,8,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:37919|organism:rhodococcus opacus (nocardia opaca),30,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:28090|organism:acinetobacter lwoffii,6,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:36773|organism:burkholderia sp,7,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:727|organism:haemophilus influenzae,6,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:323|organism:pseudomonas syringae pv. tomato,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000016160,3,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,False,bacdive_only,bacdive_only
taxon:1831|organism:rhodococcus sp,7,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:1912|organism:streptomyces hygroscopicus,13,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:591159|organism:streptomyces viridochromogenes (strain dsm 40736 / jcm 4977 / bcrc 1201 / tue 494),2,target_bacteria,taxon_organism,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:511|organism:alcaligenes faecalis,7,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:2064|organism:kitasatospora griseola (streptomyces griseolosporeus),7,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:314266|organism:sphingomonas sp. (strain ska58),11,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:1829|organism:rhodococcus rhodochrous,11,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1848|organism:pseudonocardia thermophila,10,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:55209|organism:pantoea cypripedii (pectobacterium cypripedii) (erwinia cypripedii),3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:2098|organism:metamycoplasma hominis (mycoplasma hominis),4,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000001400,4,target_archaea,proteome,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
taxon:1553|organism:clostridium tetanomorphum,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:85698|organism:alcaligenes xylosoxydans xylosoxydans (achromobacter xylosoxidans),3,target_bacteria,taxon_organism,bacdive_species_taxid_or_synonym_match,bacdive_species_taxid_or_synonym_match,True,False,False,True,both_covered,metatraits_only
taxon:1494|organism:clostridium cochlearium,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:40214|organism:acinetobacter johnsonii,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:53406|organism:pseudomonas anguilliseptica,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:362|organism:agrobacterium radiobacter,5,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:1859|organism:frankia alni,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1281|organism:staphylococcus carnosus,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1930|organism:streptomyces scabiei,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:492|organism:neisseria animalis,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:483|organism:neisseria cinerea,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:484|organism:neisseria flavescens,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:486|organism:neisseria lactamica,5,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:489|organism:neisseria polysaccharea,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:2189|organism:methanotorris igneus (methanococcus igneus),1,target_archaea,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:1270|organism:micrococcus luteus (micrococcus lysodeikticus),4,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000032707,2,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:487|organism:neisseria meningitidis,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1359|organism:lactococcus lactis subsp. cremoris (streptococcus cremoris),16,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:488|organism:neisseria mucosa,3,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1459|organism:sporosarcina globispora (bacillus globisporus),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000005250,1,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
taxon:37727|organism:talaromyces marneffei (penicillium marneffei),3,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:1304|organism:streptococcus salivarius,2,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:4934|organism:lachancea kluyveri (yeast) (saccharomyces kluyveri),2,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
proteome:UP000005933,4,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:4829|organism:absidia glauca (pin mould),2,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
proteome:UP000017396,1,target_bacteria,proteome,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000001902,8,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
proteome:UP000018922,3,target_bacteria,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,True,both_covered,both_covered
taxon:1166|organism:dolichospermum flosaquae (anabaena flos-aquae),1,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000006469,4,target_archaea,proteome,bacdive_exact_genome,bacdive_exact_genome,True,True,True,False,bacdive_only,bacdive_only
taxon:100|organism:ancylobacter aquaticus,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:5541|organism:thermomyces lanuginosus (thermophilic fungus) (humicola lanuginosa),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:5297|organism:puccinia graminis (black stem rust fungus),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:4931|organism:saccharomyces bayanus (yeast) (saccharomyces uvarum x saccharomyces eubayanus),6,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:36778|organism:gaeumannomyces avenae (oat take-all root rot fungus) (gaeumannomyces graminis var. avenae),5,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:5970|organism:exophiala dermatitidis (black yeast-like fungus) (wangiella dermatitidis),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:48563|organism:suillus bovinus (jersey cow bolete) (boletus bovinus),3,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
proteome:UP000006640,6,target_bacteria,proteome,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,True,both_covered,both_covered
taxon:471472|organism:chlamydia trachomatis serovar l2 (strain atcc vr-902b / dsm 19102 / 434/bu),1,target_bacteria,taxon_organism,bacdive_exact_culture_collection,bacdive_exact_culture_collection,True,True,True,False,bacdive_only,bacdive_only
taxon:813|organism:chlamydia trachomatis,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:83554|organism:chlamydia psittaci (chlamydophila psittaci),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:544406|organism:helicobacter pylori (strain b128),1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:1598|organism:limosilactobacillus reuteri (lactobacillus reuteri),4,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
proteome:UP000002664,2,target_archaea,proteome,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
taxon:32053|organism:thermostichus vulcanus (synechococcus vulcanus),1,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000008066,5,target_fungi,proteome,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:33070|organism:parathermosynechococcus lividus (thermostichus lividus),1,target_bacteria,taxon_organism,bacdive_not_found,bacdive_not_found,False,False,False,False,neither,neither
proteome:UP000000578,5,target_archaea,proteome,bacdive_not_found,bacdive_not_found,False,False,False,True,metatraits_only,metatraits_only
proteome:UP000007843,2,target_bacteria,proteome,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
taxon:51657|organism:nakaseomyces delphensis (yeast) (kluyveromyces delphensis),1,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:4932|organism:saccharomyces cerevisiae (baker's yeast),3,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:41058|organism:aspergillus sojae,2,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:555311|organism:saccharolobus solfataricus (strain 98/2) (sulfolobus solfataricus),1,target_archaea,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:27291|organism:saccharomyces paradoxus (yeast) (saccharomyces douglasii),3,target_fungi,taxon_organism,not_applicable_fungi_or_non_bacdive_scope,not_applicable_fungi_or_non_bacdive_scope,False,False,False,False,neither,neither
taxon:33964|organism:leuconostoc citreum,1,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,True,both_covered,metatraits_only
taxon:29549|organism:rhodothermus marinus (rhodothermus obamensis),5,target_bacteria,taxon_organism,bacdive_species_exact_name_match,bacdive_species_exact_name_match,True,False,False,False,bacdive_only,neither
