source_signature,row_count,taxonomy_group,species_guess,bacdive_status_closure,bacdive_validated_main,bacdive_exact_main,bacdive_nonempty_trait_count,metatraits_covered,metatraits_unique_trait_count
taxon:132473|organism:streptomyces alboniger,1,target_bacteria,streptomyces alboniger,bacdive_species_exact_name_match,True,False,5,True,152
taxon:1332765|organism:glaciozyma antarctica (strain pi12) (antarctic psychrophilic yeast) (leucosporidium antarcticum),2,target_fungi,glaciozyma antarctica,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:13335|organism:anaerobiospirillum succiniciproducens,1,target_bacteria,anaerobiospirillum succiniciproducens,bacdive_species_exact_name_match,True,False,4,True,157
taxon:1335|organism:streptococcus equinus (streptococcus bovis),2,target_bacteria,streptococcus equinus,bacdive_species_exact_name_match,True,False,3,True,173
taxon:1338|organism:streptococcus intermedius,1,target_bacteria,streptococcus intermedius,bacdive_species_exact_name_match,True,False,9,True,155
taxon:1341|organism:streptococcus ratti,2,target_bacteria,streptococcus ratti,bacdive_species_exact_name_match,True,False,7,True,168
taxon:1343740|organism:streptomyces rapamycinicus (strain atcc 29253 / dsm 41530 / nrrl 5491 / ayb-994) (streptomyces hygroscopicus (strain atcc 29253)),2,target_bacteria,streptomyces rapamycinicus,bacdive_exact_culture_collection,True,True,5,True,150
taxon:134601|organism:mycolicibacterium goodii (mycobacterium goodii),8,target_bacteria,mycolicibacterium goodii,bacdive_species_taxid_or_synonym_match,True,False,4,True,135
taxon:134676|organism:actinoplanes sp. (strain atcc 31044 / cbs 674.73 / se50/110),7,target_bacteria,actinoplanes sp.,bacdive_not_found,False,False,0,False,0
taxon:1346|organism:streptococcus iniae (streptococcus shiloi),2,target_bacteria,streptococcus iniae,bacdive_species_exact_name_match,True,False,5,True,177
taxon:1351|organism:enterococcus faecalis (streptococcus faecalis),5,target_bacteria,enterococcus faecalis,bacdive_species_exact_name_match,True,False,5,True,207
taxon:1352|organism:enterococcus faecium (streptococcus faecium),18,target_bacteria,enterococcus faecium,bacdive_species_exact_name_match,True,False,3,True,201
taxon:1353|organism:enterococcus gallinarum,2,target_bacteria,enterococcus gallinarum,bacdive_species_exact_name_match,True,False,4,True,185
taxon:1354|organism:enterococcus hirae,4,target_bacteria,enterococcus hirae,bacdive_species_exact_name_match,True,False,5,True,177
taxon:135720|organism:neisseria meningitidis serogroup c,3,target_bacteria,neisseria meningitidis,bacdive_species_exact_name_match,True,False,2,True,189
taxon:1359|organism:lactococcus lactis subsp. cremoris (streptococcus cremoris),16,target_bacteria,lactococcus lactis,bacdive_species_exact_name_match,True,False,4,True,186
taxon:1360|organism:lactococcus lactis subsp. lactis (streptococcus lactis),6,target_bacteria,lactococcus lactis,bacdive_species_exact_name_match,True,False,4,True,186
taxon:13689|organism:sphingomonas paucimobilis (pseudomonas paucimobilis),5,target_bacteria,sphingomonas paucimobilis,bacdive_species_exact_name_match,True,False,5,True,173
taxon:13690|organism:sphingobium yanoikuyae (sphingomonas yanoikuyae),4,target_bacteria,sphingobium yanoikuyae,bacdive_species_exact_name_match,True,False,5,True,166
taxon:1371|organism:marinococcus halophilus,3,target_bacteria,marinococcus halophilus,bacdive_species_exact_name_match,True,False,3,True,103
taxon:13725|organism:thiocystis violacea,1,target_bacteria,thiocystis violacea,bacdive_species_exact_name_match,True,False,5,True,78
taxon:1390|organism:bacillus amyloliquefaciens (bacillus velezensis),17,target_bacteria,bacillus amyloliquefaciens,bacdive_species_exact_name_match,True,False,1,True,177
taxon:1392|organism:bacillus anthracis,301,target_bacteria,bacillus anthracis,bacdive_species_exact_name_match,True,False,0,True,139
taxon:1393|organism:brevibacillus brevis (bacillus brevis),2,target_bacteria,brevibacillus brevis,bacdive_species_exact_name_match,True,False,0,True,167
taxon:1394|organism:bacillus caldolyticus,13,target_bacteria,bacillus caldolyticus,bacdive_not_found,False,False,0,True,90
taxon:1396|organism:bacillus cereus,14,target_bacteria,bacillus cereus,bacdive_species_exact_name_match,True,False,3,True,201
taxon:1397|organism:niallia circulans (bacillus circulans),16,target_bacteria,niallia circulans,bacdive_species_exact_name_match,True,False,4,True,170
taxon:1398|organism:heyndrickxia coagulans (weizmannia coagulans),3,target_bacteria,heyndrickxia coagulans,bacdive_species_exact_name_match,True,False,4,True,183
taxon:1399|organism:cytobacillus firmus (bacillus firmus),2,target_bacteria,cytobacillus firmus,bacdive_species_exact_name_match,True,False,5,True,174
taxon:1400155|organism:enterobacter hormaechei subsp. hoffmannii (strain uci 50),2,target_bacteria,enterobacter hormaechei,bacdive_species_exact_name_match,True,False,7,True,187
taxon:1402|organism:bacillus licheniformis,13,target_bacteria,bacillus licheniformis,bacdive_species_exact_name_match,True,False,3,True,179
taxon:1404|organism:priestia megaterium (bacillus megaterium),33,target_bacteria,priestia megaterium,bacdive_species_exact_name_match,True,False,4,True,178
taxon:1406|organism:paenibacillus polymyxa (bacillus polymyxa),1,target_bacteria,paenibacillus polymyxa,bacdive_species_exact_name_match,True,False,4,True,171
taxon:1407|organism:peribacillus psychrosaccharolyticus (bacillus psychrosaccharolyticus),2,target_bacteria,peribacillus psychrosaccharolyticus,bacdive_species_exact_name_match,True,False,9,True,158
taxon:140892|organism:rickettsia conorii subsp. caspia (strain a-167) (astrakhan rickettsia),1,target_bacteria,rickettsia conorii,bacdive_species_exact_name_match,True,False,0,True,137
taxon:1408|organism:bacillus pumilus (bacillus mesentericus),3,target_bacteria,bacillus pumilus,bacdive_species_exact_name_match,True,False,4,True,173
taxon:1409|organism:bacillus sp,21,target_bacteria,bacillus sp,bacdive_not_found,False,False,0,False,0
taxon:1421|organism:lysinibacillus sphaericus (bacillus sphaericus),13,target_bacteria,lysinibacillus sphaericus,bacdive_species_exact_name_match,True,False,3,True,195
taxon:1422|organism:geobacillus stearothermophilus (bacillus stearothermophilus),83,target_bacteria,geobacillus stearothermophilus,bacdive_species_exact_name_match,True,False,0,True,178
taxon:1423800|organism:fructilactobacillus sanfranciscensis (strain atcc 27651 / dsm 20451 / jcm 5668 / ccug 30143 / kctc 3205 / ncimb 702811 / nrrl b-3934 / l-12) (lactobacillus sanfranciscensis),2,target_bacteria,fructilactobacillus sanfranciscensis,bacdive_exact_culture_collection,True,True,9,True,158
taxon:1423|organism:bacillus subtilis,4,target_bacteria,bacillus subtilis,bacdive_species_exact_name_match,True,False,7,True,179
taxon:1428|organism:bacillus thuringiensis,1,target_bacteria,bacillus thuringiensis,bacdive_species_exact_name_match,True,False,4,True,174
taxon:1429090|organism:saccharomyces pastorianus (strain atcc 76670 / carlsberg bottom yeast no.2 / cbs 1503 / clib 180 / nbrc 10610 / nrrl y-1525) (saaz-type lager yeast) (saccharomyces monacensis),1,target_fungi,saccharomyces pastorianus,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:1430|organism:bacillus thuringiensis subsp. israelensis,1,target_bacteria,bacillus thuringiensis,bacdive_species_exact_name_match,True,False,4,True,174
taxon:143495|organism:aneurinibacillus thermoaerophilus,9,target_bacteria,aneurinibacillus thermoaerophilus,bacdive_species_exact_name_match,True,False,5,False,0
taxon:144185|organism:leifsonia aquatica (corynebacterium aquaticum),1,target_bacteria,leifsonia aquatica,bacdive_species_exact_name_match,True,False,3,True,164
taxon:1445|organism:alkalihalobacillus alcalophilus (bacillus alcalophilus),2,target_bacteria,alkalihalobacillus alcalophilus,bacdive_species_exact_name_match,True,False,2,True,152
taxon:145261|organism:methanothermobacter wolfeii (methanobacterium wolfei),2,target_archaea,methanothermobacter wolfeii,bacdive_species_taxid_or_synonym_match,True,False,5,False,0
taxon:145262|organism:methanothermobacter thermautotrophicus (methanobacterium thermoformicicum),1,target_archaea,methanothermobacter thermautotrophicus,bacdive_species_taxid_or_synonym_match,True,False,5,False,0
taxon:1452|organism:bacillus atrophaeus,6,target_bacteria,bacillus atrophaeus,bacdive_species_exact_name_match,True,False,5,True,173
taxon:1455|organism:bacillus badius,1,target_bacteria,bacillus badius,bacdive_species_exact_name_match,True,False,3,True,157
taxon:1459|organism:sporosarcina globispora (bacillus globisporus),1,target_bacteria,sporosarcina globispora,bacdive_species_exact_name_match,True,False,0,True,156
taxon:1462|organism:geobacillus kaustophilus,1,target_bacteria,geobacillus kaustophilus,bacdive_species_exact_name_match,True,False,3,True,156
taxon:1468|organism:paenibacillus macquariensis (bacillus macquariensis),1,target_bacteria,paenibacillus macquariensis,bacdive_species_exact_name_match,True,False,9,True,104
taxon:1470456|organism:streptomyces cyslabdanicus,2,target_bacteria,streptomyces cyslabdanicus,bacdive_species_exact_name_match,True,False,4,True,2
taxon:1471|organism:bacillus methanolicus,2,target_bacteria,bacillus methanolicus,bacdive_species_exact_name_match,True,False,4,True,134
taxon:1473|organism:virgibacillus pantothenticus,3,target_bacteria,virgibacillus pantothenticus,bacdive_species_exact_name_match,True,False,3,True,106
taxon:1474|organism:sporosarcina pasteurii (bacillus pasteurii),3,target_bacteria,sporosarcina pasteurii,bacdive_species_exact_name_match,True,False,1,True,164
taxon:1476|organism:sporosarcina psychrophila (bacillus psychrophilus),3,target_bacteria,sporosarcina psychrophila,bacdive_species_exact_name_match,True,False,2,True,131
taxon:1490|organism:paraclostridium bifermentans (clostridium bifermentans),1,target_bacteria,paraclostridium bifermentans,bacdive_species_exact_name_match,True,False,0,True,172
taxon:1492|organism:clostridium butyricum,1,target_bacteria,clostridium butyricum,bacdive_species_exact_name_match,True,False,5,True,156
taxon:1494|organism:clostridium cochlearium,2,target_bacteria,clostridium cochlearium,bacdive_species_exact_name_match,True,False,4,True,152
taxon:149539|organism:salmonella enteritidis,6,target_bacteria,salmonella enterica,bacdive_species_exact_name_match,True,False,8,True,210
taxon:1495|organism:clostridium cylindrosporum,1,target_bacteria,clostridium cylindrosporum,bacdive_species_exact_name_match,True,False,5,True,136
taxon:149682|organism:streptomyces roseochromogenus subsp. oscitans,3,target_bacteria,streptomyces roseochromogenus,bacdive_species_exact_name_match,True,False,3,True,131
taxon:1496|organism:clostridioides difficile (peptoclostridium difficile),21,target_bacteria,clostridioides difficile,bacdive_species_exact_name_match,True,False,5,True,183
taxon:1498|organism:hathewaya histolytica (clostridium histolyticum),1,target_bacteria,hathewaya histolytica,bacdive_species_exact_name_match,True,False,5,True,139
taxon:1499|organism:ruminiclostridium josui (clostridium josui),5,target_bacteria,ruminiclostridium josui,bacdive_species_exact_name_match,True,False,5,True,132
taxon:14|organism:dictyoglomus thermophilum,1,target_bacteria,dictyoglomus thermophilum,bacdive_species_exact_name_match,True,False,9,True,151
taxon:1501|organism:clostridium pasteurianum,10,target_bacteria,clostridium pasteurianum,bacdive_species_exact_name_match,True,False,4,True,141
taxon:1502|organism:clostridium perfringens,5,target_bacteria,clostridium perfringens,bacdive_species_exact_name_match,True,False,5,True,190
taxon:1505|organism:paraclostridium sordellii (clostridium sordellii),5,target_bacteria,paraclostridium sordellii,bacdive_species_taxid_or_synonym_match,True,False,9,True,177
taxon:1509|organism:clostridium sporogenes,7,target_bacteria,clostridium sporogenes,bacdive_species_exact_name_match,True,False,1,True,180
taxon:1512|organism:clostridium symbiosum (bacteroides symbiosus),2,target_bacteria,clostridium symbiosum,bacdive_species_exact_name_match,True,False,5,True,152
taxon:1515|organism:acetivibrio thermocellus (hungateiclostridium thermocellum) (clostridium thermocellum),2,target_bacteria,acetivibrio thermocellus,bacdive_species_exact_name_match,True,False,4,True,144
taxon:1517|organism:thermoanaerobacterium thermosaccharolyticum (clostridium thermosaccharolyticum),1,target_bacteria,thermoanaerobacterium thermosaccharolyticum,bacdive_species_exact_name_match,True,False,5,True,134
taxon:1520|organism:clostridium beijerinckii (clostridium mp),2,target_bacteria,clostridium beijerinckii,bacdive_species_exact_name_match,True,False,3,True,174
taxon:1525|organism:neomoorella thermoacetica (clostridium thermoaceticum),6,target_bacteria,neomoorella thermoacetica,bacdive_species_taxid_or_synonym_match,True,False,1,True,151
taxon:1528|organism:eubacterium barkeri (clostridium barkeri),10,target_bacteria,eubacterium barkeri,bacdive_species_exact_name_match,True,False,5,True,78
taxon:1538424|organism:pholiota microspora (white-rot fungus) (pholiota nameko),2,target_fungi,pholiota microspora,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:1542|organism:clostridium novyi,2,target_bacteria,clostridium novyi,bacdive_species_exact_name_match,True,False,4,True,152
taxon:154538|organism:trametes pubescens (white-rot fungus),1,target_fungi,trametes pubescens,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:1548|organism:clostridium scatologenes,8,target_bacteria,clostridium scatologenes,bacdive_species_exact_name_match,True,False,5,True,132
taxon:1550|organism:clostridium subterminale,1,target_bacteria,clostridium subterminale,bacdive_species_exact_name_match,True,False,4,True,20
taxon:1553|organism:clostridium tetanomorphum,3,target_bacteria,clostridium tetanomorphum,bacdive_species_exact_name_match,True,False,9,True,151
taxon:1556|organism:clostridium acidurici (gottschalkia acidurici),1,target_bacteria,clostridium acidurici,bacdive_species_taxid_or_synonym_match,True,False,9,True,157
taxon:1571|organism:sporosarcina ureae,1,target_bacteria,sporosarcina ureae,bacdive_species_exact_name_match,True,False,1,True,133
taxon:1579|organism:lactobacillus acidophilus,9,target_bacteria,lactobacillus acidophilus,bacdive_species_exact_name_match,True,False,6,True,174
taxon:1580|organism:levilactobacillus brevis (lactobacillus brevis),5,target_bacteria,levilactobacillus brevis,bacdive_species_exact_name_match,True,False,4,True,182
taxon:1581|organism:lentilactobacillus buchneri (lactobacillus buchneri),1,target_bacteria,lentilactobacillus buchneri,bacdive_species_exact_name_match,True,False,8,True,170
taxon:1582|organism:lacticaseibacillus casei (lactobacillus casei),23,target_bacteria,lacticaseibacillus casei,bacdive_species_exact_name_match,True,False,3,True,166
taxon:1585|organism:lactobacillus delbrueckii subsp. bulgaricus,6,target_bacteria,lactobacillus delbrueckii,bacdive_species_exact_name_match,True,False,8,True,180
taxon:1587|organism:lactobacillus helveticus (lactobacillus suntoryeus),3,target_bacteria,lactobacillus helveticus,bacdive_species_exact_name_match,True,False,8,True,177
taxon:158879|organism:staphylococcus aureus (strain n315),334,target_bacteria,staphylococcus aureus,bacdive_exact_designation,True,True,9,True,202
taxon:1588|organism:lentilactobacillus hilgardii (lactobacillus hilgardii),3,target_bacteria,lentilactobacillus hilgardii,bacdive_species_exact_name_match,True,False,8,True,168
taxon:1589|organism:lactiplantibacillus pentosus (lactobacillus pentosus),4,target_bacteria,lactiplantibacillus pentosus,bacdive_species_exact_name_match,True,False,8,True,179
taxon:1590|organism:lactiplantibacillus plantarum (lactobacillus plantarum),23,target_bacteria,lactiplantibacillus plantarum,bacdive_species_exact_name_match,True,False,4,True,183
taxon:1597|organism:lacticaseibacillus paracasei (lactobacillus paracasei),3,target_bacteria,lacticaseibacillus paracasei,bacdive_species_exact_name_match,True,False,3,True,187
taxon:1598|organism:limosilactobacillus reuteri (lactobacillus reuteri),4,target_bacteria,limosilactobacillus reuteri,bacdive_species_exact_name_match,True,False,4,True,180
taxon:1599|organism:latilactobacillus sakei (lactobacillus sakei),6,target_bacteria,latilactobacillus sakei,bacdive_species_exact_name_match,True,False,9,True,173
taxon:159|organism:brachyspira hyodysenteriae (treponema hyodysenteriae),2,target_bacteria,brachyspira hyodysenteriae,bacdive_species_exact_name_match,True,False,4,True,154
taxon:160491|organism:streptococcus pyogenes serotype m5 (strain manfredo),87,target_bacteria,streptococcus pyogenes,bacdive_species_exact_name_match,True,False,5,True,184
taxon:1613|organism:limosilactobacillus fermentum (lactobacillus fermentum),4,target_bacteria,limosilactobacillus fermentum,bacdive_species_exact_name_match,True,False,3,True,189
taxon:162425|organism:emericella nidulans (aspergillus nidulans),8,target_fungi,emericella nidulans,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:1625|organism:fructilactobacillus sanfranciscensis (lactobacillus sanfranciscensis),1,target_bacteria,fructilactobacillus sanfranciscensis,bacdive_species_exact_name_match,True,False,1,True,158
taxon:163164|organism:wolbachia pipientis wmel,76,target_bacteria,wolbachia pipientis,bacdive_not_found,False,False,0,True,131
taxon:1638|organism:listeria ivanovii,3,target_bacteria,listeria ivanovii,bacdive_species_exact_name_match,True,False,5,True,174
taxon:1639|organism:listeria monocytogenes,2,target_bacteria,listeria monocytogenes,bacdive_species_exact_name_match,True,False,2,True,204
taxon:1643|organism:listeria welshimeri,1,target_bacteria,listeria welshimeri,bacdive_species_exact_name_match,True,False,5,True,171
taxon:1655|organism:actinomyces naeslundii,1,target_bacteria,actinomyces naeslundii,bacdive_species_exact_name_match,True,False,4,True,182
taxon:165778|organism:nakataea oryzae (rice stem rot fungus) (magnaporthe salvinii),6,target_fungi,nakataea oryzae,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:1665|organism:arthrobacter globiformis,10,target_bacteria,arthrobacter globiformis,bacdive_species_exact_name_match,True,False,0,True,165
taxon:1667|organism:arthrobacter sp,16,target_bacteria,arthrobacter sp,bacdive_not_found,False,False,0,False,0
taxon:1677|organism:arthrobacter pascens,1,target_bacteria,arthrobacter pascens,bacdive_species_exact_name_match,True,False,9,True,103
taxon:168927|organism:escherichia coli o111:h-,2,target_bacteria,escherichia coli,bacdive_species_exact_name_match,True,False,1,True,218
taxon:169388|organism:fusarium solani (filamentous fungus),3,target_fungi,fusarium solani,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:169679|organism:clostridium saccharobutylicum,1,target_bacteria,clostridium saccharobutylicum,bacdive_species_exact_name_match,True,False,5,True,141
taxon:1697|organism:corynebacterium ammoniagenes (brevibacterium ammoniagenes),19,target_bacteria,corynebacterium ammoniagenes,bacdive_species_exact_name_match,True,False,4,True,171
taxon:1703|organism:brevibacterium linens,3,target_bacteria,brevibacterium linens,bacdive_species_exact_name_match,True,False,0,True,159
taxon:1718|organism:corynebacterium glutamicum (brevibacterium saccharolyticum),10,target_bacteria,corynebacterium glutamicum,bacdive_species_exact_name_match,True,False,4,True,179
taxon:1719|organism:corynebacterium pseudotuberculosis,2,target_bacteria,corynebacterium pseudotuberculosis,bacdive_species_exact_name_match,True,False,4,True,160
taxon:172045|organism:elizabethkingia miricola (chryseobacterium miricola),1,target_bacteria,elizabethkingia miricola,bacdive_species_exact_name_match,True,False,4,False,0
taxon:172|organism:leptospira biflexa,4,target_bacteria,leptospira biflexa,bacdive_species_exact_name_match,True,False,5,True,145
taxon:1731|organism:peptoclostridium acidaminophilum (eubacterium acidaminophilum),5,target_bacteria,peptoclostridium acidaminophilum,bacdive_species_exact_name_match,True,False,9,True,145
taxon:1735992|organism:neonectria sp. (strain dh2),2,target_fungi,neonectria sp.,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:1736392|organism:paenibacillus sp. (strain soil724d2),2,target_bacteria,paenibacillus sp.,bacdive_not_found,False,False,0,False,0
taxon:173|organism:leptospira interrogans,3,target_bacteria,leptospira interrogans,bacdive_species_exact_name_match,True,False,5,True,144
taxon:174|organism:leptospira borgpetersenii,3,target_bacteria,leptospira borgpetersenii,bacdive_species_exact_name_match,True,False,5,True,145
taxon:1752|organism:propionibacterium freudenreichii subsp. shermanii,4,target_bacteria,propionibacterium freudenreichii,bacdive_species_exact_name_match,True,False,5,True,182
taxon:176275|organism:beauveria bassiana (white muscardine disease fungus) (tritirachium shiotae),2,target_fungi,beauveria bassiana,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:1764|organism:mycobacterium avium,20,target_bacteria,mycobacterium avium,bacdive_species_exact_name_match,True,False,1,True,159
taxon:1766|organism:mycolicibacterium fortuitum (mycobacterium fortuitum),4,target_bacteria,mycolicibacterium fortuitum,bacdive_species_exact_name_match,True,False,5,True,165
taxon:1767|organism:mycobacterium intracellulare,5,target_bacteria,mycobacterium intracellulare,bacdive_species_exact_name_match,True,False,1,True,158
taxon:1768|organism:mycobacterium kansasii,2,target_bacteria,mycobacterium kansasii,bacdive_species_exact_name_match,True,False,2,True,148
taxon:1771|organism:mycolicibacterium phlei (mycobacterium phlei),1,target_bacteria,mycolicibacterium phlei,bacdive_species_exact_name_match,True,False,0,True,161
taxon:1772|organism:mycolicibacterium smegmatis (mycobacterium smegmatis),16,target_bacteria,mycolicibacterium smegmatis,bacdive_species_exact_name_match,True,False,0,True,154
taxon:1774|organism:mycobacteroides chelonae (mycobacterium chelonae),1,target_bacteria,mycobacteroides chelonae,bacdive_species_taxid_or_synonym_match,True,False,8,True,155
taxon:1777|organism:mycobacterium gastri,2,target_bacteria,mycobacterium gastri,bacdive_species_exact_name_match,True,False,0,True,142
taxon:1778|organism:mycobacterium gordonae,2,target_bacteria,mycobacterium gordonae,bacdive_species_exact_name_match,True,False,0,True,149
taxon:1781|organism:mycobacterium marinum,2,target_bacteria,mycobacterium marinum,bacdive_species_exact_name_match,True,False,4,True,154
taxon:1783|organism:mycobacterium scrofulaceum,2,target_bacteria,mycobacterium scrofulaceum,bacdive_species_exact_name_match,True,False,1,True,145
taxon:1792307|organism:bosea sp. (strain pamc 26642),3,target_bacteria,bosea sp.,bacdive_not_found,False,False,0,False,0
taxon:1795|organism:mycolicibacterium neoaurum (mycobacterium neoaurum),1,target_bacteria,mycolicibacterium neoaurum,bacdive_species_taxid_or_synonym_match,True,False,6,True,164
taxon:17|organism:methylophilus methylotrophus (bacterium w3a1),5,target_bacteria,methylophilus methylotrophus,bacdive_species_exact_name_match,True,False,0,True,137
taxon:1809|organism:mycobacterium ulcerans,2,target_bacteria,mycobacterium ulcerans,bacdive_species_exact_name_match,True,False,0,True,135
taxon:1810909|organism:aspergillus desertorum (emericella desertorum),2,target_fungi,aspergillus desertorum,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:1814|organism:amycolatopsis methanolica,7,target_bacteria,amycolatopsis methanolica,bacdive_species_exact_name_match,True,False,0,True,144
taxon:1828|organism:rhodococcoides fascians (rhodococcus fascians),9,target_bacteria,rhodococcoides fascians,bacdive_species_taxid_or_synonym_match,True,False,9,True,160
taxon:1829|organism:rhodococcus rhodochrous,11,target_bacteria,rhodococcus rhodochrous,bacdive_species_exact_name_match,True,False,5,True,193
taxon:1831|organism:rhodococcus sp,7,target_bacteria,rhodococcus sp,bacdive_not_found,False,False,0,False,0
taxon:1833|organism:rhodococcus erythropolis (arthrobacter picolinophilus),45,target_bacteria,rhodococcus erythropolis,bacdive_species_exact_name_match,True,False,0,True,170
taxon:183417|organism:proteus hauseri,3,target_bacteria,proteus hauseri,bacdive_species_exact_name_match,True,False,5,True,168
taxon:1836|organism:saccharopolyspora erythraea (streptomyces erythraeus),2,target_bacteria,saccharopolyspora erythraea,bacdive_species_exact_name_match,True,False,0,True,164
taxon:184077|organism:methylovorus mays,2,target_bacteria,methylovorus mays,bacdive_species_exact_name_match,True,False,4,True,3
taxon:1848|organism:pseudonocardia thermophila,10,target_bacteria,pseudonocardia thermophila,bacdive_species_exact_name_match,True,False,5,True,104
taxon:1850|organism:actinopolyspora halophila,10,target_bacteria,actinopolyspora halophila,bacdive_species_exact_name_match,True,False,4,True,132
taxon:1859699|organism:albifimbria verrucaria (myrothecium leaf spot and pod blight fungus) (myrothecium verrucaria),2,target_fungi,albifimbria verrucaria,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:1859971|organism:paramyrothecium roridum (myrothecium leaf spot fungus) (myrothecium roridum),1,target_fungi,paramyrothecium roridum,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:1859|organism:frankia alni,3,target_bacteria,frankia alni,bacdive_species_exact_name_match,True,False,7,True,145
taxon:186103|organism:streptococcus pyogenes serotype m18 (strain mgas8232),135,target_bacteria,streptococcus pyogenes,bacdive_species_exact_name_match,True,False,5,True,184
taxon:1866|organism:actinoplanes missouriensis,1,target_bacteria,actinoplanes missouriensis,bacdive_species_exact_name_match,True,False,0,True,101
taxon:1867|organism:actinoplanes teichomyceticus,2,target_bacteria,actinoplanes teichomyceticus,bacdive_species_exact_name_match,True,False,7,True,148
taxon:1872086|organism:ensifer sp,1,target_bacteria,ensifer sp,bacdive_not_found,False,False,0,False,0
taxon:1872490|organism:aminobacter sp,1,target_bacteria,aminobacter sp,bacdive_not_found,False,False,0,False,0
taxon:1873369|organism:aspergillus hancockii,12,target_fungi,aspergillus hancockii,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:187400|organism:paracoccus zeaxanthinifaciens,2,target_bacteria,paracoccus zeaxanthinifaciens,bacdive_species_exact_name_match,True,False,3,True,130
taxon:1877|organism:micromonospora echinospora (micromonospora purpurea),6,target_bacteria,micromonospora echinospora,bacdive_species_exact_name_match,True,False,0,True,150
taxon:1887|organism:streptomyces albogriseolus,3,target_bacteria,streptomyces albogriseolus,bacdive_species_exact_name_match,True,False,4,True,105
taxon:188|organism:paramagnetospirillum magnetotacticum (aquaspirillum magnetotacticum),2,target_bacteria,paramagnetospirillum magnetotacticum,bacdive_species_taxid_or_synonym_match,True,False,5,True,79
taxon:1890|organism:streptomyces antibioticus,11,target_bacteria,streptomyces antibioticus,bacdive_species_exact_name_match,True,False,0,True,138
taxon:1892|organism:streptomyces anulatus (streptomyces chrysomallus),7,target_bacteria,streptomyces anulatus,bacdive_species_exact_name_match,True,False,0,True,153
taxon:189385|organism:tremblaya princeps,7,target_bacteria,tremblaya princeps,bacdive_not_found,False,False,0,False,0
taxon:1894|organism:kitasatospora aureofaciens (streptomyces aureofaciens),8,target_bacteria,kitasatospora aureofaciens,bacdive_species_exact_name_match,True,False,0,True,167
taxon:1896212|organism:fibrobacter sp. (strain uwh6),2,target_bacteria,fibrobacter sp.,bacdive_not_found,False,False,0,False,0
taxon:1896|organism:streptomyces bikiniensis,2,target_bacteria,streptomyces bikiniensis,bacdive_species_exact_name_match,True,False,2,True,148
taxon:1901|organism:streptomyces clavuligerus,26,target_bacteria,streptomyces clavuligerus,bacdive_species_exact_name_match,True,False,4,True,139
taxon:190304|organism:fusobacterium nucleatum subsp. nucleatum (strain atcc 25586 / dsm 15643 / bcrc 10681 / cip 101130 / jcm 8532 / kctc 2640 / lmg 13131 / vpi 4355),138,target_bacteria,fusobacterium nucleatum,bacdive_species_exact_name_match,True,False,3,True,170
taxon:1905|organism:streptomyces exfoliatus (streptomyces hydrogenans),6,target_bacteria,streptomyces exfoliatus,bacdive_species_exact_name_match,True,False,4,True,156
taxon:1906|organism:streptomyces fradiae (streptomyces roseoflavus),28,target_bacteria,streptomyces fradiae,bacdive_species_exact_name_match,True,False,1,True,151
taxon:1907|organism:streptomyces glaucescens,7,target_bacteria,streptomyces glaucescens,bacdive_species_exact_name_match,True,False,0,True,147
taxon:1908|organism:streptomyces globisporus,6,target_bacteria,streptomyces globisporus,bacdive_species_exact_name_match,True,False,1,True,162
taxon:1909|organism:streptomyces griseolus,2,target_bacteria,streptomyces griseolus,bacdive_species_exact_name_match,True,False,0,True,154
taxon:1911|organism:streptomyces griseus,36,target_bacteria,streptomyces griseus,bacdive_species_exact_name_match,True,False,0,True,186
taxon:1912|organism:streptomyces hygroscopicus,13,target_bacteria,streptomyces hygroscopicus,bacdive_species_exact_name_match,True,False,0,True,201
taxon:1914|organism:streptomyces lavendulae,14,target_bacteria,streptomyces lavendulae,bacdive_species_exact_name_match,True,False,0,True,136
taxon:1915362|organism:epichloe typhina x neotyphodium lolii (neotyphodium sp. (strain lp1)),1,target_fungi,epichloe typhina,not_applicable_fungi_or_non_bacdive_scope,False,False,0,False,0
taxon:1915|organism:streptomyces lincolnensis,2,target_bacteria,streptomyces lincolnensis,bacdive_species_exact_name_match,True,False,4,True,132
taxon:1916|organism:streptomyces lividans,12,target_bacteria,streptomyces lividans,bacdive_species_taxid_or_synonym_match,True,False,4,True,133
