trait_id,trait_name,prediction_scope,file_name,taxonomy_namespace,taxonomic_rank,metatraits_trait_name,unit,group_1,group_2,ontology_ids,databases,example_taxon_id,example_taxon_name,example_consensus_value,example_minimum,example_median,example_mean,example_maximum,why_matched,boundary_note
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,genome size,bp,Genome,Genome size,GENEPIO:0001561,Genome statistics:SPIREv1=1.0.0,929049184,0-14-0-20-40-13,NA,647438.0,684944.5,682452.0,712481.0,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,coding density,%,Genome,Composition,SIO:001276;mesh:D059646;SNOMED:258755000,Genome statistics:SPIREv1=1.0.0,165559233,0-14-0-80-44-23,NA,81.3,88.42,85.92846153846155,90.0,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,estimated gene count,genes,Genome,Gene content,OBI:0002568;gene;NCIT:C25498,Genome statistics:SPIREv1=1.0.0,165559233,0-14-0-80-44-23,NA,997.7,1156.4,1162.5692307692307,1281.0,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,estimated genome size,bp,Genome,Genome size,GENEPIO:0001561,Genome statistics:SPIREv1=1.0.0,165559233,0-14-0-80-44-23,NA,885082.8,1097762.8,1129742.9076923076,1345579.9,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,GC percentage,%,Genome,Composition,mesh:D001482,Genome statistics:SPIREv1=1.0.0,165559233,0-14-0-80-44-23,NA,37.0,43.2,40.900000000000006,44.3,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gene count,genes,Genome,Gene content,OBI:0002568;gene,Genome statistics:SPIREv1=1.0.0,165559233,0-14-0-80-44-23,NA,683.0,1075.0,1040.0,1170.0,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,genome size,bp,Genome,Genome size,GENEPIO:0001561,Genome statistics:SPIREv1=1.0.0,165559233,0-14-0-80-44-23,NA,678088.0,983167.0,1009917.6923076923,1201278.0,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,coding density,%,Genome,Composition,SIO:001276;mesh:D059646;SNOMED:258755000,Genome statistics:proGenomes3=1.0.0;Genome statistics:SPIREv1=1.0.0,2057107470,0-14-0-80-59-12,NA,89.84,91.07,91.10444444444445,92.25,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,estimated gene count,genes,Genome,Gene content,OBI:0002568;gene;NCIT:C25498,Genome statistics:proGenomes3=1.0.0;Genome statistics:SPIREv1=1.0.0,2057107470,0-14-0-80-59-12,NA,1874.0,2200.9,2207.9555555555557,2535.2,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,estimated genome size,bp,Genome,Genome size,GENEPIO:0001561,Genome statistics:proGenomes3=1.0.0;Genome statistics:SPIREv1=1.0.0,2057107470,0-14-0-80-59-12,NA,1878080.8,2463461.5,2411330.677777778,2696558.0,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,GC percentage,%,Genome,Composition,mesh:D001482,Genome statistics:proGenomes3=1.0.0;Genome statistics:SPIREv1=1.0.0,2057107470,0-14-0-80-59-12,NA,47.9,59.1,55.43333333333333,59.4,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gene count,genes,Genome,Gene content,OBI:0002568;gene,Genome statistics:proGenomes3=1.0.0;Genome statistics:SPIREv1=1.0.0,2057107470,0-14-0-80-59-12,NA,1275.0,2123.0,1968.4444444444443,2303.0,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,genome size,bp,Genome,Genome size,GENEPIO:0001561,Genome statistics:proGenomes3=1.0.0;Genome statistics:SPIREv1=1.0.0,2057107470,0-14-0-80-59-12,NA,1232431.0,2421635.0,2170558.4444444445,2648020.0,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,coding density,%,Genome,Composition,SIO:001276;mesh:D059646;SNOMED:258755000,Genome statistics:proGenomes3=1.0.0;Genome statistics:SPIREv1=1.0.0,980929432,0-14-0-80-60-11,NA,79.41,84.49,84.29993103448275,89.5,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,estimated gene count,genes,Genome,Gene content,OBI:0002568;gene;NCIT:C25498,Genome statistics:proGenomes3=1.0.0;Genome statistics:SPIREv1=1.0.0,980929432,0-14-0-80-60-11,NA,2120.5,3204.1,3293.3651315789475,5209.3,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,estimated genome size,bp,Genome,Genome size,GENEPIO:0001561,Genome statistics:proGenomes3=1.0.0;Genome statistics:SPIREv1=1.0.0,980929432,0-14-0-80-60-11,NA,1997162.8,3244552.0,3254102.9848684208,4729778.0,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,GC percentage,%,Genome,Composition,mesh:D001482,Genome statistics:proGenomes3=1.0.0;Genome statistics:SPIREv1=1.0.0,980929432,0-14-0-80-60-11,NA,55.9,59.1,59.186206896551724,66.8,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gene count,genes,Genome,Gene content,OBI:0002568;gene,Genome statistics:proGenomes3=1.0.0;Genome statistics:SPIREv1=1.0.0,980929432,0-14-0-80-60-11,NA,1455.0,2733.0,2661.782894736842,4227.0,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,genome size,bp,Genome,Genome size,GENEPIO:0001561,Genome statistics:proGenomes3=1.0.0;Genome statistics:SPIREv1=1.0.0,980929432,0-14-0-80-60-11,NA,1289228.0,2735291.0,2653171.6907894737,4154319.0,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,coding density,%,Genome,Composition,SIO:001276;mesh:D059646;SNOMED:258755000,Genome statistics:SPIREv1=1.0.0,495931365,01-FULL-45-15b,NA,85.69,85.98,86.86666666666667,88.93,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,estimated gene count,genes,Genome,Gene content,OBI:0002568;gene;NCIT:C25498,Genome statistics:SPIREv1=1.0.0,495931365,01-FULL-45-15b,NA,770.6,1518.7,1391.6333333333332,1885.6,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,estimated genome size,bp,Genome,Genome size,GENEPIO:0001561,Genome statistics:SPIREv1=1.0.0,495931365,01-FULL-45-15b,NA,739517.7,1285612.2,1214381.4333333333,1618014.4,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,GC percentage,%,Genome,Composition,mesh:D001482,Genome statistics:SPIREv1=1.0.0,495931365,01-FULL-45-15b,NA,44.7,44.8,46.73333333333333,50.7,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,gene count,genes,Genome,Gene content,OBI:0002568;gene,Genome statistics:SPIREv1=1.0.0,495931365,01-FULL-45-15b,NA,735.0,1172.0,1125.6666666666667,1470.0,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,genome size,bp,Genome,Genome size,GENEPIO:0001561,Genome statistics:SPIREv1=1.0.0,495931365,01-FULL-45-15b,NA,705352.0,992107.0,986287.6666666666,1261404.0,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,coding density,%,Genome,Composition,SIO:001276;mesh:D059646;SNOMED:258755000,Genome statistics:SPIREv1=1.0.0,1879272904,02-FULL-45-10c,NA,85.59,89.185,89.3559090909091,93.74,group_1:contains~~Genome,Primary signal: group_1=Genome.
F14,genome_basic,no_predictions,gtdb_family_summary_no_predictions.tsv.gz,gtdb,family,estimated gene count,genes,Genome,Gene content,OBI:0002568;gene;NCIT:C25498,Genome statistics:SPIREv1=1.0.0,1879272904,02-FULL-45-10c,NA,575.4,737.8,778.1590909090909,1139.9,group_1:contains~~Genome,Primary signal: group_1=Genome.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,864477170,0-14-0-10-38-17,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,864477170,0-14-0-10-38-17,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,864477170,0-14-0-10-38-17,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,2070788780,0-14-0-20-30-16,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,2070788780,0-14-0-20-30-16,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,2070788780,0-14-0-20-30-16,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,410678088,0-14-0-20-34-12,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,410678088,0-14-0-20-34-12,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,410678088,0-14-0-20-34-12,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,929049184,0-14-0-20-40-13,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,929049184,0-14-0-20-40-13,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,929049184,0-14-0-20-40-13,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,165559233,0-14-0-80-44-23,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,165559233,0-14-0-80-44-23,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,165559233,0-14-0-80-44-23,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,1109772479,1-14-0-10-31-34,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,1109772479,1-14-0-10-31-34,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,1109772479,1-14-0-10-31-34,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,606509743,1-14-0-10-41-12,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,606509743,1-14-0-10-41-12,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,606509743,1-14-0-10-41-12,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,1602257932,1-14-0-10-42-19,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,1602257932,1-14-0-10-42-19,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,1602257932,1-14-0-10-42-19,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,621118134,1-14-0-10-43-13,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,621118134,1-14-0-10-43-13,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,621118134,1-14-0-10-43-13,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,858815153,1-14-0-10-44-23,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,858815153,1-14-0-10-44-23,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,858815153,1-14-0-10-44-23,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,1113309094,1-14-2-50-48-13,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,1113309094,1-14-2-50-48-13,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,1113309094,1-14-2-50-48-13,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,651849632,13-1-40CM-64-14,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,651849632,13-1-40CM-64-14,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,651849632,13-1-40CM-64-14,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,618313202,2013-40CM-41-45,NA,0.007921923,0.007921923,0.007921923,0.007921923,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,618313202,2013-40CM-41-45,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,618313202,2013-40CM-41-45,NA,2.0,2.0,2.0,2.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,1060972233,2-01-FULL-39-13,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,1060972233,2-01-FULL-39-13,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,1060972233,2-01-FULL-39-13,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,377377779,2-01-FULL-39-33,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,377377779,2-01-FULL-39-33,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,377377779,2-01-FULL-39-33,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,1633691174,2-01-FULL-40-14,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,1633691174,2-01-FULL-40-14,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,habitat count,count,Habitat,Generalism,ENVO:01000739,Habitat clustering:SPIREv1=1.0.0,1633691174,2-01-FULL-40-14,NA,1.0,1.0,1.0,1.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalism score,score,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,16529870,2-01-FULL-41-18,NA,0.0,0.0,0.0,0.0,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F15,habitat_generalism,all,gtdb_family_summary_all.tsv.gz,gtdb,family,generalist,boolean,Habitat,Generalism,inbio:000022,Habitat clustering:SPIREv1=1.0.0,16529870,2-01-FULL-41-18,false,NA,NA,NA,NA,group_2:contains~~Generalism,Primary signal: group_2=Generalism (Habitat). Ecological background only.
F2,temperature,all,gtdb_family_summary_all.tsv.gz,gtdb,family,psychrophilic,boolean,Environmental preferences,Temperature,MICRO:0001306,BacDive-AI:SPIREv1=a1bef3e,864477170,0-14-0-10-38-17,false,NA,NA,NA,NA,group_2:contains~~Temperature,Primary signal: group_2=Temperature.
F2,temperature,all,gtdb_family_summary_all.tsv.gz,gtdb,family,temperature growth,Celsius,Environmental preferences,Temperature,OMP:0005002,GenomeSPOT:SPIREv1=1.0.1,864477170,0-14-0-10-38-17,NA,42.093636,47.0555365,48.659761285714296,64.922714,group_2:contains~~Temperature,Primary signal: group_2=Temperature.
F2,temperature,all,gtdb_family_summary_all.tsv.gz,gtdb,family,temperature maximum,Celsius,Environmental preferences,Temperature,OMP:0005002,GenomeSPOT:SPIREv1=1.0.1,864477170,0-14-0-10-38-17,NA,48.390015,55.8027185,56.753572178571424,76.986984,group_2:contains~~Temperature,Primary signal: group_2=Temperature.
F2,temperature,all,gtdb_family_summary_all.tsv.gz,gtdb,family,temperature minimum,Celsius,Environmental preferences,Temperature,OMP:0005002,GenomeSPOT:SPIREv1=1.0.1,864477170,0-14-0-10-38-17,NA,29.890682,34.7148335,35.81004785714286,48.226223,group_2:contains~~Temperature,Primary signal: group_2=Temperature.
F2,temperature,all,gtdb_family_summary_all.tsv.gz,gtdb,family,thermophilic,boolean,Environmental preferences,Temperature,MICRO:0000118,BacDive-AI:SPIREv1=a1bef3e,864477170,0-14-0-10-38-17,false,NA,NA,NA,NA,group_2:contains~~Temperature,Primary signal: group_2=Temperature.
F2,temperature,all,gtdb_family_summary_all.tsv.gz,gtdb,family,psychrophilic,boolean,Environmental preferences,Temperature,MICRO:0001306,BacDive-AI:SPIREv1=a1bef3e,2070788780,0-14-0-20-30-16,false,NA,NA,NA,NA,group_2:contains~~Temperature,Primary signal: group_2=Temperature.
F2,temperature,all,gtdb_family_summary_all.tsv.gz,gtdb,family,temperature growth,Celsius,Environmental preferences,Temperature,OMP:0005002,GenomeSPOT:SPIREv1=1.0.1,2070788780,0-14-0-20-30-16,NA,37.012215,41.038204,44.31746857142856,56.728752,group_2:contains~~Temperature,Primary signal: group_2=Temperature.
